INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
23531	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	5	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23532	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	6	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23533	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	7	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23534	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	8	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23535	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	9	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23536	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	10	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23537	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	11	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23538	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	12	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23539	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	13	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23540	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	14	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23541	五气朝元	5	STD_IMPACT_005	0	10	-1	-1	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	15	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
23542	逍遥游	13	StdImpact013	1	-1	-1	160	10	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	208	0	闪避+	78	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23543	逍遥游	13	StdImpact013	1	-1	-1	160	11	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	272	0	闪避+	102	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23544	逍遥游	13	StdImpact013	1	-1	-1	160	12	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	336	0	闪避+	126	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23545	逍遥游	13	StdImpact013	1	-1	-1	160	13	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	400	0	闪避+	150	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23546	逍遥游	13	StdImpact013	1	-1	-1	160	14	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	464	0	闪避+	174	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23547	逍遥游	13	StdImpact013	1	-1	-1	160	15	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	528	0	闪避+	198	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23548	逍遥游	13	StdImpact013	1	-1	-1	160	16	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	592	0	闪避+	222	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23549	逍遥游	13	StdImpact013	1	-1	-1	160	17	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	656	0	闪避+	246	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23550	逍遥游	13	StdImpact013	1	-1	-1	160	18	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	720	0	闪避+	270	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23551	逍遥游	13	StdImpact013	1	-1	-1	160	19	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	784	0	闪避+	294	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23552	逍遥游	13	StdImpact013	1	-1	-1	160	20	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	848	0	闪避+	318	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23553	逍遥游	13	StdImpact013	1	-1	-1	160	21	-1	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	命中+	912	0	闪避+	342	0	会心攻击+	0	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23554	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	120	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23555	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	121	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23556	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	122	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23557	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	123	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23558	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	124	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23559	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	125	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23560	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	126	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23561	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	127	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23562	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	128	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23563	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	129	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23564	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	130	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23565	逍遥游(怒气+闪避)	59	STD_IMPACT_059	1	3651	-1	159	131	1	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	怒气增长率修正	30	0	冰抗性修正	0	0	火抗性修正	0	0	电抗性修正	0	0	毒抗性修正	0	0	物理防御+	0	0	魔法防御+	0	0	最大生命修正	0	0	闪避+	0	0																						
23566	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-122	0	闪避+	0	0	会心攻击+	-8	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23567	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-173	0	闪避+	0	0	会心攻击+	-14	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23568	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-224	0	闪避+	0	0	会心攻击+	-20	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23569	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-275	0	闪避+	0	0	会心攻击+	-26	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23570	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-326	0	闪避+	0	0	会心攻击+	-32	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23571	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-377	0	闪避+	0	0	会心攻击+	-38	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23572	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-428	0	闪避+	0	0	会心攻击+	-44	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23573	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-479	0	闪避+	0	0	会心攻击+	-50	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23574	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-530	0	闪避+	0	0	会心攻击+	-56	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23575	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-581	0	闪避+	0	0	会心攻击+	-62	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23576	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-632	0	闪避+	0	0	会心攻击+	-68	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23577	未老先衰(目标)	13	StdImpact013	1	3650	-1	3650	10	-1	0	1	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	命中+	-683	0	闪避+	0	0	会心攻击+	-74	0	会心防御+		0			0			0			0			0			0			0			0			0			0			0			0			0	
23578	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	129	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23579	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	222	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23580	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	316	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23581	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	409	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23582	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	502	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23583	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	595	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23584	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	689	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23585	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	782	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23586	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	875	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23587	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	968	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23588	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1062	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23589	未老先衰(攻击)	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1155	6	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23590	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	9000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23591	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	10000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23592	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	11000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23593	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	12000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23594	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	13000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23595	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	14000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23596	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	15000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23597	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	16000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23598	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	17000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23599	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	18000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23600	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	19000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23601	荧惑守心(目标)	10	StdImpact010	1	4	-1	4	120	-1	0	1	0	0	0	0	0	0	0	0	20000	1000	1	0	0	0	0	子效果1数据索引	995	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
23602	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	2635	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23603	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	4502	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23604	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	6368	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23605	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	8235	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23606	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	10102	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23607	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	11969	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23608	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	13836	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23609	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	15703	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23610	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	17570	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23611	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	19436	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23612	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	21303	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23613	荧惑守心(攻击)	3	STD_IMPACT_003	0	385	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	23170	18.2444	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
