INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
31199	 …‘¬≤‘π∑±¶±¶	3119	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1167	742	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	1	31190
31200	≥…ƒÍ …‘¬≤‘π∑	3120	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31201	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1272	809	1041	809	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31202	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1333	848	1090	848	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31203	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1394	887	1140	887	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31204	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1454	925	1190	925	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31205	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1515	964	1239	964	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31206	±‰“Ï …‘¬≤‘π∑	3120	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31209	 …‘¬≤‘π∑±¶±¶	3121	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	1	31200
31210	≥…ƒÍ …‘¬≤‘π∑	3121	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31211	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1310	833	1071	833	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31212	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1363	867	1115	867	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31213	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1417	902	1159	902	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31214	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1471	936	1203	936	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31215	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1525	970	1248	970	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31216	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31217	±‰“Ï …‘¬≤‘π∑	3121	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31219	 …‘¬≤‘π∑±¶±¶	3121	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	1	31210
31220	≥…ƒÍ …‘¬≤‘π∑	3122	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31221	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1350	859	1104	859	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31222	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1398	890	1144	890	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31223	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1447	921	1184	921	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31224	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1496	952	1224	952	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31225	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1545	983	1264	983	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31226	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31227	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31228	±‰“Ï …‘¬≤‘π∑	3122	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31229	 …‘¬≤‘π∑±¶±¶	3122	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	1	31220
31230	≥…ƒÍ◊œœˆ–˛¿«	3123	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	1031	656	844	656	846	930	972	1099	1269	100	300	100	100	400	1	31230
31231	±‰“Ï◊œœˆ–˛¿«	3123	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1186	755	970	755	846	930	972	1099	1269	100	300	100	100	400	1	31230
31232	±‰“Ï◊œœˆ–˛¿«	3123	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1341	853	1097	853	846	930	972	1099	1269	100	300	100	100	400	1	31230
31239	◊œœˆ–˛¿«±¶±¶	3123	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	1031	656	844	656	846	930	972	1099	1269	100	300	100	100	400	1	31230
31240	≥…ƒÍ◊œœˆ–˛¿«	3124	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1076	685	881	685	948	1042	1090	1232	1422	100	300	100	100	400	1	31240
31241	±‰“Ï◊œœˆ–˛¿«	3124	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1184	753	969	753	948	1042	1090	1232	1422	100	300	100	100	400	1	31240
31242	±‰“Ï◊œœˆ–˛¿«	3124	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1292	822	1057	822	948	1042	1090	1232	1422	100	300	100	100	400	1	31240
31243	±‰“Ï◊œœˆ–˛¿«	3124	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1399	890	1145	890	948	1042	1090	1232	1422	100	300	100	100	400	1	31240
31249	◊œœˆ–˛¿«±¶±¶	3124	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1076	685	881	685	948	1042	1090	1232	1422	100	300	100	100	400	1	31240
31250	≥…ƒÍ◊œœˆ–˛¿«	3125	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1122	714	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31251	±‰“Ï◊œœˆ–˛¿«	3125	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1206	767	986	767	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31252	±‰“Ï◊œœˆ–˛¿«	3125	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1290	821	1055	821	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31253	±‰“Ï◊œœˆ–˛¿«	3125	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1374	874	1124	874	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31254	±‰“Ï◊œœˆ–˛¿«	3125	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1458	928	1193	928	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31259	◊œœˆ–˛¿«±¶±¶	3125	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1122	714	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	1	31250
31260	≥…ƒÍ◊œœˆ–˛¿«	3126	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1167	742	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31261	±‰“Ï◊œœˆ–˛¿«	3126	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1237	787	1012	787	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31262	±‰“Ï◊œœˆ–˛¿«	3126	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1307	831	1069	831	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31263	±‰“Ï◊œœˆ–˛¿«	3126	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1377	876	1126	876	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31264	±‰“Ï◊œœˆ–˛¿«	3126	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1447	920	1184	920	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31265	±‰“Ï◊œœˆ–˛¿«	3126	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1517	965	1241	965	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31269	◊œœˆ–˛¿«±¶±¶	3126	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1167	742	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	1	31260
31270	≥…ƒÍ◊œœˆ–˛¿«	3127	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31271	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1272	809	1041	809	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31272	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1333	848	1090	848	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31273	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1394	887	1140	887	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31274	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1454	925	1190	925	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31275	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1515	964	1239	964	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31276	±‰“Ï◊œœˆ–˛¿«	3127	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31279	◊œœˆ–˛¿«±¶±¶	3127	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1212	771	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	1	31270
31280	≥…ƒÍ◊œœˆ–˛¿«	3128	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31281	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1310	833	1071	833	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31282	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1363	867	1115	867	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31283	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1417	902	1159	902	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31284	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1471	936	1203	936	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31285	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1525	970	1248	970	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31286	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31287	±‰“Ï◊œœˆ–˛¿«	3128	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31289	◊œœˆ–˛¿«±¶±¶	3128	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1256	799	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	1	31280
31290	≥…ƒÍ◊œœˆ–˛¿«	3129	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31291	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1350	859	1104	859	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31292	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1398	890	1144	890	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31293	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1447	921	1184	921	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31294	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1496	952	1224	952	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31295	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1545	983	1264	983	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31296	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31297	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31298	±‰“Ï◊œœˆ–˛¿«	3129	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31299	◊œœˆ–˛¿«±¶±¶	3129	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	716	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1301	828	1064	828	1459	1604	1677	1896	2388	100	300	100	100	400	1	31290
31300	≥…ƒÍ’–≤∆Ωı∫¸	3130	95	9	0	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31301	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31302	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31303	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	987	1855	1052	1316	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31304	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1020	1918	1088	1360	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31305	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1053	1980	1123	1404	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31306	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1086	2043	1159	1449	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31307	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1120	2105	1194	1493	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31308	±‰“Ï’–≤∆Ωı∫¸	3130	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1153	2168	1230	1537	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31309	’–≤∆Ωı∫¸±¶±¶	3130	95	9	0	1	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	1	31300
31310	≥…ƒÍµ∞µ∞º¶	3131	5	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	350	350	150	50	1	31310
31311	±‰“Ïµ∞µ∞º¶	3131	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	350	350	150	50	1	31310
31312	±‰“Ïµ∞µ∞º¶	3131	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	350	350	150	50	1	31310
